PROCDATE  JOB       FILTER  OBSID   SCANUM  FIELD     MJD      
20250927  jid90937  R062    1574    14       5261331  62020.128
20250927  jid90956  R062    19      2        5261333  62000.080
20250927  jid90957  R062    409     11       5261333  62005.096
20250927  jid90958  R062    404     6        5261333  62005.080
20250927  jid90959  R062    804     16       5261333  62010.128
20250927  jid90960  R062    414     17       5261333  62005.112
20250927  jid90961  R062    1184    12       5261333  62015.112
20250927  jid91015  R062    23      1        5297552  62000.094
20250927  jid91016  R062    28      13       5297552  62000.110
20250927  jid91017  R062    418     16       5297552  62005.126
20250927  jid91018  R062    413     10       5297552  62005.110
20250927  jid91019  R062    793     6        5297552  62010.094
20250927  jid91020  R062    1568    3        5297552  62020.110
20250927  jid91021  R062    1183    2        5297552  62015.110
20250927  jid91039  R062    28      10       5297554  62000.110
20250927  jid91040  R062    33      17       5297554  62000.126
20250927  jid91041  R062    413     1        5297554  62005.110
20250927  jid91042  R062    418     13       5297554  62005.126
20250927  jid91043  R062    798     2        5297554  62010.110
20250927  jid91059  R062    33      10       5297558  62000.126
20250927  jid91060  R062    38      17       5297558  62000.142
20250927  jid91061  R062    418     1        5297558  62005.126
20250927  jid91062  R062    798     9        5297558  62010.110
20250927  jid91063  R062    803     4        5297558  62010.126
20250927  jid91064  R062    1573    9        5297558  62020.126
20250927  jid91083  R062    32      12       5321341  62000.123
20250927  jid91084  R062    417     11       5321341  62005.123
20250927  jid91085  R062    412     6        5321341  62005.107
20250927  jid91086  R062    422     17       5321341  62005.139
20250927  jid91087  R062    802     11       5321341  62010.123
20250927  jid91088  R062    1182    3        5321341  62015.107
20250927  jid91089  R062    1572    1        5321341  62020.123
20250927  jid91107  R062    37      11       5325281  62000.139
20250927  jid91108  R062    42      18       5325281  62000.155
20250927  jid91109  R062    417     5        5325281  62005.123
20250927  jid91110  R062    422     10       5325281  62005.139
20250927  jid91111  R062    802     5        5325281  62010.123
20250927  jid91129  R062    37      2        5325283  62000.139
20250927  jid91130  R062    42      14       5325283  62000.155
20250927  jid91131  R062    417     9        5325283  62005.123
20250927  jid91132  R062    422     1        5325283  62005.139
20250927  jid91133  R062    1187    9        5325283  62015.123
20250927  jid91134  R062    802     9        5325283  62010.123
20250927  jid91135  R062    1577    7        5325283  62020.139
20250927  jid91153  R062    402     5        5333116  62005.075
20250927  jid91154  R062    27      16       5333116  62000.107
20250927  jid91155  R062    407     10       5333116  62005.091
20250927  jid91156  R062    787     3        5333116  62010.075
20250927  jid91157  R062    412     16       5333116  62005.107
20250927  jid91159  R062    1562    14       5333116  62020.091
20250927  jid91175  R062    36      15       5352605  62000.136
20250927  jid91176  R062    411     6        5352605  62005.104
20250927  jid91177  R062    416     11       5352605  62005.120
20250927  jid91178  R062    421     17       5352605  62005.136
20250927  jid91179  R062    796     3        5352605  62010.104
20250927  jid91180  R062    1566    10       5352605  62020.104
20250927  jid91272  R062    26      2        5356473  62000.104
20250927  jid91273  R062    406     6        5356473  62005.088
20250927  jid91274  R062    411     11       5356473  62005.104
20250927  jid91275  R062    791     3        5356473  62010.088
20250927  jid91276  R062    801     16       5356473  62010.120
20250927  jid91277  R062    1181    13       5356473  62015.104
20250927  jid91278  R062    1561    14       5356473  62020.088
20250927  jid91318  R062    41      18       5356479  62000.152
20250927  jid91319  R062    411     9        5356479  62005.104
20250927  jid91320  R062    796     6        5356479  62010.104
20250927  jid91321  R062    416     2        5356479  62005.120
20250927  jid91322  R062    801     1        5356479  62010.120
20250927  jid91356  R062    21      10       5364186  62000.088
20250927  jid91357  R062    396     9        5364186  62005.056
20250927  jid91358  R062    401     2        5364186  62005.072
20250927  jid91359  R062    406     13       5364186  62005.088
20250927  jid91360  R062    1552    8        5364186  62020.059
20250927  jid91361  R062    786     11       5364186  62010.072
