PROCDATE  JOB       FILTER  OBSID   SCANUM  FIELD     MJD      
20250927  jid82267  R062    6188    5        5364186  62080.110
20250927  jid82268  R062    6963    2        5364186  62090.126
20250927  jid82269  R062    7348    5        5364186  62095.126
20250927  jid82270  R062    6968    14       5364186  62090.142
20250927  jid82271  R062    7353    10       5364186  62095.142
20250927  jid82272  R062    7358    16       5364186  62095.158
20250927  jid82273  R062    7738    1        5364186  62100.142
20250927  jid82274  R062    8118    9        5364186  62105.126
20250927  jid82275  R062    8123    4        5364186  62105.142
20250927  jid82276  R062    8508    8        5364186  62110.142
20250927  jid82277  R062    8512    17       5364186  62110.155
20250927  jid82278  R062    8897    13       5364186  62115.155
20250927  jid82279  R062    9277    15       5364186  62120.139
20250927  jid82280  R062    10821   7        5364186  62140.152
20250927  jid82281  R062    11201   1        5364186  62145.136
20250927  jid82282  R062    11206   9        5364186  62145.152
20250927  jid82283  R062    11586   2        5364186  62150.136
20250927  jid82284  R062    11966   10       5364186  62155.120
20250927  jid82285  R062    12736   14       5364186  62165.120
20250927  jid82286  R062    13121   18       5364186  62170.120
20250927  jid82287  R062    13501   13       5364186  62175.104
20250927  jid82288  R062    15036   16       5364186  62195.088
20250927  jid82289  R062    14641   6        5364186  62190.056
20250927  jid82290  R062    15031   14       5364186  62195.072
20250927  jid82291  R062    15416   17       5364186  62200.072
20250927  jid82292  R062    15797   5        5364186  62205.059
20250927  jid82293  R062    17723   18       5364186  62230.061
20250927  jid82294  R062    17343   6        5364186  62225.078
20250927  jid82295  R062    16182   2        5364186  62210.059
20250927  jid82296  R062    19278   6        5364186  62250.110
20250927  jid82297  R062    20043   7        5364186  62260.094
20250927  jid82298  R062    20818   8        5364186  62270.110
20250927  jid82299  R062    20048   5        5364186  62260.110
20250927  jid82300  R062    20823   2        5364186  62270.126
20250927  jid82301  R062    20828   15       5364186  62270.142
20250927  jid82302  R062    21593   5        5364186  62280.126
20250927  jid82303  R062    21978   9        5364186  62285.126
20250927  jid82304  R062    23527   1        5364186  62305.155
20250927  jid82305  R062    23137   15       5364186  62300.139
20250927  jid82306  R062    23522   15       5364186  62305.139
20250927  jid82307  R062    24297   6        5364186  62315.155
20250927  jid82308  R062    25066   8        5364186  62325.152
20250927  jid82309  R062    26596   14       5364186  62345.120
20250927  jid82310  R062    27361   13       5364186  62355.104
20250927  jid82311  R062    28121   4        5364186  62365.072
20250927  jid82312  R062    28126   10       5364186  62365.088
20250927  jid82313  R062    28501   9        5364186  62370.056
20250927  jid82314  R062    28506   2        5364186  62370.072
20250927  jid82315  R062    28511   13       5364186  62370.088
20250927  jid82316  R062    28891   11       5364186  62375.072
20250927  jid82317  R062    29657   8        5364186  62385.059
20250927  jid82318  R062    30042   2        5364186  62390.059
20250927  jid82319  R062    30427   11       5364186  62395.059
20250927  jid85568  R062    31618   13       5261331  62410.174
20250927  jid85572  R062    32003   18       5261333  62415.174
20250927  jid85582  R062    30838   5        5297552  62400.142
20250927  jid85586  R062    31612   7        5297554  62410.155
20250927  jid85588  R062    31222   11       5297558  62405.139
20250927  jid85592  R062    31212   15       5321341  62405.107
20250927  jid85596  R062    33131   4        5325281  62430.088
20250927  jid85599  R062    30831   10       5325283  62400.120
20250927  jid85602  R062    30822   16       5333116  62400.091
20250927  jid85606  R062    31201   16       5352605  62405.072
20250927  jid85619  R062    30817   3        5356473  62400.075
20250927  jid85624  R062    30821   1        5356479  62400.088
20250927  jid85631  R062    31583   15       5364186  62410.062
20250927  jid85786  R062    32003   17       5261331  62415.174
20250927  jid85787  R062    33931   14       5261331  62440.185
20250927  jid85788  R062    35830   8        5261331  62465.102
20250927  jid85789  R062    32777   10       5261331  62425.187
20250927  jid85790  R062    36210   9        5261331  62470.086
20250927  jid85791  R062    36595   4        5261331  62475.086
20250927  jid85792  R062    36975   2        5261331  62480.070
20250927  jid85793  R062    37735   18       5261331  62490.037
20250927  jid85794  R062    39272   15       5261331  62510.027
20250927  jid85795  R062    40042   4        5261331  62520.027
20250927  jid85796  R062    40428   13       5261331  62525.029
20250927  jid85797  R062    40433   15       5261331  62525.045
20250927  jid85798  R062    41203   6        5261331  62535.045
20250927  jid85799  R062    41974   7        5261331  62545.048
20250927  jid85800  R062    41979   1        5261331  62545.064
20250927  jid85801  R062    42764   17       5261331  62555.112
20250927  jid85802  R062    43924   15       5261331  62570.128
20250927  jid85803  R062    48176   17       5261331  62625.185
20250927  jid85804  R062    49315   1        5261331  62640.134
20250927  jid85805  R062    49320   13       5261331  62640.150
20250927  jid85806  R062    50835   6        5261331  62660.070
20250927  jid85807  R062    52366   3        5261331  62680.040
20250927  jid85808  R062    53902   1        5261331  62700.027
20250927  jid85809  R062    55454   16       5261331  62720.064
20250927  jid85810  R062    55844   17       5261331  62725.080
20250927  jid85890  R062    32777   11       5261333  62425.187
20250927  jid85891  R062    33162   18       5261333  62430.187
20250927  jid85892  R062    33546   3        5261333  62435.185
20250927  jid85893  R062    35830   4        5261333  62465.102
20250927  jid85894  R062    36210   5        5261333  62470.086
20250927  jid85895  R062    37355   14       5261333  62485.053
20250927  jid85896  R062    37735   17       5261333  62490.037
20250927  jid85897  R062    40042   7        5261333  62520.027
20250927  jid85898  R062    39272   14       5261333  62510.027
20250927  jid85899  R062    40433   11       5261333  62525.045
20250927  jid85900  R062    41203   9        5261333  62535.045
20250927  jid85901  R062    41209   16       5261333  62535.064
20250927  jid85902  R062    41979   4        5261333  62545.064
20250927  jid85903  R062    41984   10       5261333  62545.080
20250927  jid85904  R062    41989   17       5261333  62545.096
20250927  jid85905  R062    43929   10       5261333  62570.144
20250927  jid85906  R062    49310   4        5261333  62640.118
20250927  jid85907  R062    48550   6        5261333  62630.150
20250927  jid85908  R062    49320   16       5261333  62640.150
20250927  jid85909  R062    49315   10       5261333  62640.134
20250927  jid85910  R062    50835   2        5261333  62660.070
20250927  jid85911  R062    51600   13       5261333  62670.053
20250927  jid85912  R062    53517   10       5261333  62695.027
20250927  jid85913  R062    53132   15       5261333  62690.027
20250927  jid85914  R062    53522   6        5261333  62695.043
20250927  jid85915  R062    53907   9        5261333  62700.043
20250927  jid85917  R062    54678   2        5261333  62710.045
20250927  jid86199  R062    32377   10       5297552  62420.139
20250927  jid86200  R062    32767   3        5297552  62425.155
20250927  jid86201  R062    33532   16       5297552  62435.139
20250927  jid86202  R062    33916   6        5297552  62440.136
20250927  jid86203  R062    36216   10       5297552  62470.104
20250927  jid86204  R062    36981   10       5297552  62480.088
20250927  jid86205  R062    38517   3        5297552  62500.075
20250927  jid86206  R062    40442   8        5297552  62525.075
20250927  jid86207  R062    41603   10       5297552  62540.094
20250927  jid86208  R062    41608   18       5297552  62540.110
20250927  jid86209  R062    42763   10       5297552  62555.110
20250927  jid86210  R062    44308   2        5297552  62575.126
20250927  jid86211  R062    43923   1        5297552  62570.126
20250927  jid86212  R062    45857   7        5297552  62595.155
20250927  jid86213  R062    46622   10       5297552  62605.139
20250927  jid86214  R062    46627   6        5297552  62605.155
20250927  jid86215  R062    47007   13       5297552  62610.139
20250927  jid86216  R062    47771   7        5297552  62620.120
20250927  jid86217  R062    47777   16       5297552  62620.139
20250927  jid86218  R062    48926   2        5297552  62635.120
20250927  jid86219  R062    48546   12       5297552  62630.136
20250927  jid86220  R062    49306   5        5297552  62640.104
20250927  jid86221  R062    49316   17       5297552  62640.136
20250927  jid86222  R062    49686   9        5297552  62645.088
20250927  jid86223  R062    49696   13       5297552  62645.120
20250927  jid86224  R062    50071   6        5297552  62650.088
20250927  jid86225  R062    50841   11       5297552  62660.088
20250927  jid86226  R062    51221   15       5297552  62665.072
20250927  jid86227  R062    51226   10       5297552  62665.088
20250927  jid86228  R062    52377   3        5297552  62680.075
20250927  jid86229  R062    52757   18       5297552  62685.059
20250927  jid86230  R062    53147   2        5297552  62690.075
20250927  jid86231  R062    54688   16       5297552  62710.078
20250927  jid86232  R062    54693   18       5297552  62710.094
20250927  jid86233  R062    55463   13       5297552  62720.094
20250927  jid86234  R062    55468   18       5297552  62720.110
20250927  jid86339  R062    31992   10       5297554  62415.139
20250927  jid86340  R062    32762   14       5297554  62425.139
20250927  jid86341  R062    33146   8        5297554  62430.136
20250927  jid86342  R062    34676   4        5297554  62450.104
20250927  jid86343  R062    35831   10       5297554  62465.104
20250927  jid86344  R062    36976   15       5297554  62480.072
20250927  jid86345  R062    36981   13       5297554  62480.088
20250927  jid86346  R062    37747   6        5297554  62490.075
20250927  jid86347  R062    37746   16       5297554  62490.072
20250927  jid86348  R062    38512   18       5297554  62500.059
20250927  jid86349  R062    38517   2        5297554  62500.075
20250927  jid86350  R062    39672   4        5297554  62515.075
20250927  jid86351  R062    40058   17       5297554  62520.078
20250927  jid86352  R062    41218   10       5297554  62535.094
20250927  jid86353  R062    41608   14       5297554  62540.110
20250927  jid86354  R062    43538   1        5297554  62565.126
20250927  jid86355  R062    45852   10       5297554  62595.139
20250927  jid86356  R062    45857   8        5297554  62595.155
20250927  jid86357  R062    46622   14       5297554  62605.139
20250927  jid86358  R062    47007   14       5297554  62610.139
20250927  jid86359  R062    47391   9        5297554  62615.136
20250927  jid86360  R062    47771   4        5297554  62620.120
20250927  jid86361  R062    47776   6        5297554  62620.136
20250927  jid86362  R062    48541   2        5297554  62630.120
20250927  jid86363  R062    48926   11       5297554  62635.120
20250927  jid86364  R062    48931   18       5297554  62635.136
20250927  jid86365  R062    49691   10       5297554  62645.104
20250927  jid86366  R062    50456   11       5297554  62655.088
20250927  jid86367  R062    52377   2        5297554  62680.075
20250927  jid86368  R062    52757   17       5297554  62685.059
20250927  jid86369  R062    53147   1        5297554  62690.075
20250927  jid86370  R062    54302   7        5297554  62705.075
20250927  jid86371  R062    54693   14       5297554  62710.094
20250927  jid86372  R062    55848   1        5297554  62725.094
20250927  jid86464  R062    31612   9        5297558  62410.155
20250927  jid86465  R062    31992   12       5297558  62415.139
20250927  jid86466  R062    33146   6        5297558  62430.136
20250927  jid86467  R062    33911   11       5297558  62440.120
20250927  jid86468  R062    34291   1        5297558  62445.104
20250927  jid86469  R062    34671   4        5297558  62450.088
20250927  jid86470  R062    35821   3        5297558  62465.072
20250927  jid86471  R062    35831   16       5297558  62465.104
20250927  jid86472  R062    36596   16       5297558  62475.088
20250927  jid86473  R062    37742   15       5297558  62490.059
20250927  jid86474  R062    37747   1        5297558  62490.075
20250927  jid86475  R062    38512   16       5297558  62500.059
20250927  jid86476  R062    39678   12       5297558  62515.094
20250927  jid86477  R062    40448   10       5297558  62525.094
20250927  jid86478  R062    40063   11       5297558  62520.094
20250927  jid86479  R062    41608   1        5297558  62540.110
20250927  jid86480  R062    42763   9        5297558  62555.110
20250927  jid86481  R062    42768   1        5297558  62555.126
20250927  jid86482  R062    43927   17       5297558  62570.139
20250927  jid86483  R062    45467   11       5297558  62590.139
20250927  jid86484  R062    45852   12       5297558  62595.139
20250927  jid86485  R062    47386   1        5297558  62615.120
20250927  jid86486  R062    48541   15       5297558  62630.120
20250927  jid86487  R062    47771   2        5297558  62620.120
20250927  jid86488  R062    48926   18       5297558  62635.120
20250927  jid86489  R062    49686   11       5297558  62645.088
20250927  jid86490  R062    49681   6        5297558  62645.072
20250927  jid86491  R062    50071   14       5297558  62650.088
20250927  jid86492  R062    50451   15       5297558  62655.072
20250927  jid86493  R062    51602   12       5297558  62670.059
20250927  jid86494  R062    51992   1        5297558  62675.075
20250927  jid86495  R062    50836   18       5297558  62660.072
20250927  jid86496  R062    53148   15       5297558  62690.078
20250927  jid86497  R062    54698   12       5297558  62710.110
20250927  jid86498  R062    55083   11       5297558  62715.110
20250927  jid86499  R062    55473   15       5297558  62720.126
20250927  jid86500  R062    55848   7        5297558  62725.094
20250927  jid86501  R062    55853   1        5297558  62725.110
20250927  jid86575  R062    31597   15       5321341  62410.107
20250927  jid86576  R062    31217   5        5321341  62405.123
20250927  jid86577  R062    31602   6        5321341  62410.123
20250927  jid86578  R062    35827   1        5321341  62465.091
20250927  jid86579  R062    41992   6        5321341  62545.107
20250927  jid86580  R062    42377   6        5321341  62550.107
20250927  jid86581  R062    42387   18       5321341  62550.139
20250927  jid86582  R062    42767   11       5321341  62555.123
20250927  jid86583  R062    43922   1        5321341  62570.123
20250927  jid86584  R062    44687   12       5321341  62580.107
20250927  jid86585  R062    45077   5        5321341  62585.123
20250927  jid86586  R062    45457   15       5321341  62590.107
20250927  jid86587  R062    45842   15       5321341  62595.107
20250927  jid86588  R062    45847   6        5321341  62595.123
20250927  jid86589  R062    46996   7        5321341  62610.104
20250927  jid86590  R062    49297   7        5321341  62640.075
20250927  jid86591  R062    49682   8        5321341  62645.075
20250927  jid86592  R062    50067   6        5321341  62650.075
20250927  jid86593  R062    50072   1        5321341  62650.091
20250927  jid86594  R062    51997   13       5321341  62675.091
20250927  jid86595  R062    53928   18       5321341  62700.110
20250927  jid86596  R062    54697   8        5321341  62710.107
20250927  jid86711  R062    33896   8        5325281  62440.072
20250927  jid86712  R062    33902   16       5325281  62440.091
20250927  jid86713  R062    35047   7        5325281  62455.059
20250927  jid86714  R062    35432   9        5325281  62460.059
20250927  jid86715  R062    35057   13       5325281  62455.091
20250927  jid86716  R062    35442   13       5325281  62460.091
20250927  jid86717  R062    35827   13       5325281  62465.091
20250927  jid86718  R062    36983   7        5325281  62480.094
20250927  jid86719  R062    36982   16       5325281  62480.091
20250927  jid86720  R062    37753   2        5325281  62490.094
20250927  jid86721  R062    38908   17       5325281  62505.094
20250927  jid86722  R062    39303   6        5325281  62510.126
20250927  jid86723  R062    38918   9        5325281  62505.126
20250927  jid86724  R062    40458   13       5325281  62525.126
20250927  jid86725  R062    40463   15       5325281  62525.142
20250927  jid86726  R062    40848   17       5325281  62530.142
20250927  jid86727  R062    41227   9        5325281  62535.123
20250927  jid86728  R062    41617   3        5325281  62540.139
20250927  jid86729  R062    41997   5        5325281  62545.123
20250927  jid86730  R062    42382   5        5325281  62550.123
20250927  jid86731  R062    42392   17       5325281  62550.155
20250927  jid86732  R062    42767   5        5325281  62555.123
20250927  jid86733  R062    43152   5        5325281  62560.123
20250927  jid86734  R062    43926   16       5325281  62570.136
20250927  jid86735  R062    44306   17       5325281  62575.120
20250927  jid86736  R062    44307   9        5325281  62575.123
20250927  jid86737  R062    44691   13       5325281  62580.120
20250927  jid86738  R062    45071   17       5325281  62585.104
20250927  jid86739  R062    45456   13       5325281  62590.104
20250927  jid86740  R062    47756   7        5325281  62620.072
20250927  jid86741  R062    48147   16       5325281  62625.091
20250927  jid86742  R062    48917   13       5325281  62635.091
20250927  jid86743  R062    49292   8        5325281  62640.059
20250927  jid86744  R062    49297   1        5325281  62640.075
20250927  jid86745  R062    49302   13       5325281  62640.091
20250927  jid86746  R062    49687   13       5325281  62645.091
20250927  jid86747  R062    50067   12       5325281  62650.075
20250927  jid86748  R062    50072   13       5325281  62650.091
20250927  jid86749  R062    51223   6        5325281  62665.078
20250927  jid86750  R062    51227   16       5325281  62665.091
20250927  jid86751  R062    51613   5        5325281  62670.094
20250927  jid86752  R062    51998   2        5325281  62675.094
20250927  jid86753  R062    52388   5        5325281  62680.110
20250927  jid86754  R062    52773   2        5325281  62685.110
20250927  jid86755  R062    53933   11       5325281  62700.126
20250927  jid86757  R062    55472   9        5325281  62720.123
20250927  jid86848  R062    31216   1        5325283  62405.120
20250927  jid86851  R062    32751   6        5325283  62425.104
20250927  jid86852  R062    33516   6        5325283  62435.088
20250927  jid86853  R062    35057   16       5325283  62455.091
20250927  jid86854  R062    35432   5        5325283  62460.059
20250927  jid86855  R062    35437   10       5325283  62460.075
20250927  jid86856  R062    35817   3        5325283  62465.059
20250927  jid86857  R062    36593   7        5325283  62475.078
20250927  jid86858  R062    36588   9        5325283  62475.062
20250927  jid86859  R062    36978   5        5325283  62480.078
20250927  jid86860  R062    37748   15       5325283  62490.078
20250927  jid86861  R062    38908   16       5325283  62505.094
20250927  jid86862  R062    38918   8        5325283  62505.126
20250927  jid86863  R062    39303   5        5325283  62510.126
20250927  jid86864  R062    40073   10       5325283  62520.126
20250927  jid86865  R062    40078   3        5325283  62520.142
20250927  jid86866  R062    40848   13       5325283  62530.142
20250927  jid86867  R062    41997   9        5325283  62545.123
20250927  jid86868  R062    42382   9        5325283  62550.123
20250927  jid86869  R062    43152   9        5325283  62560.123
20250927  jid86870  R062    42767   9        5325283  62555.123
20250927  jid86871  R062    45461   4        5325283  62590.120
20250927  jid86872  R062    43537   9        5325283  62565.123
20250927  jid86873  R062    45071   18       5325283  62585.104
20250927  jid86874  R062    46991   1        5325283  62610.088
20250927  jid86875  R062    47756   4        5325283  62620.072
20250927  jid86876  R062    48917   16       5325283  62635.091
20250927  jid86877  R062    49292   4        5325283  62640.059
20250927  jid86878  R062    49297   10       5325283  62640.075
20250927  jid86879  R062    52388   4        5325283  62680.110
20250927  jid86880  R062    49302   16       5325283  62640.091
20250927  jid86881  R062    51608   12       5325283  62670.078
20250927  jid86882  R062    52773   1        5325283  62685.110
20250927  jid86883  R062    53158   10       5325283  62690.110
20250927  jid86884  R062    55098   18       5325283  62715.158
20250927  jid86984  R062    31598   3        5333116  62410.110
20250927  jid86985  R062    31983   12       5333116  62415.110
20250927  jid86986  R062    32753   17       5333116  62425.110
20250927  jid86987  R062    33522   7        5333116  62435.107
20250927  jid86988  R062    33527   9        5333116  62435.123
20250927  jid86989  R062    33528   17       5333116  62435.126
20250927  jid86990  R062    34297   6        5333116  62445.123
20250927  jid86991  R062    33907   7        5333116  62440.107
20250927  jid86992  R062    34677   8        5333116  62450.107
20250927  jid86993  R062    35062   9        5333116  62455.107
20250927  jid86994  R062    35067   2        5333116  62455.123
20250927  jid86995  R062    35447   9        5333116  62460.107
20250927  jid86996  R062    35452   2        5333116  62460.123
20250927  jid86997  R062    37376   16       5333116  62485.120
20250927  jid86998  R062    38141   16       5333116  62495.104
20250927  jid86999  R062    40447   16       5333116  62525.091
20250927  jid87000  R062    40452   18       5333116  62525.107
20250927  jid87001  R062    40837   18       5333116  62530.107
20250927  jid87002  R062    41222   17       5333116  62535.107
20250927  jid87003  R062    40831   9        5333116  62530.088
20250927  jid87004  R062    41607   17       5333116  62540.107
20250927  jid87005  R062    42372   10       5333116  62550.091
20250927  jid87006  R062    42377   16       5333116  62550.107
20250927  jid87007  R062    42757   10       5333116  62555.091
20250927  jid87008  R062    42762   16       5333116  62555.107
20250927  jid87009  R062    43137   3        5333116  62560.075
20250927  jid87010  R062    44682   16       5333116  62580.091
20250927  jid87011  R062    44683   6        5333116  62580.094
20250927  jid87012  R062    45073   9        5333116  62585.110
20250927  jid87013  R062    45458   6        5333116  62590.110
20250927  jid87014  R062    45843   3        5333116  62595.110
20250927  jid87015  R062    47003   15       5333116  62610.126
20250927  jid87016  R062    47767   7        5333116  62620.107
20250927  jid87017  R062    47773   16       5333116  62620.126
20250927  jid87018  R062    48542   6        5333116  62630.123
20250927  jid87019  R062    49307   9        5333116  62640.107
20250927  jid87020  R062    49312   2        5333116  62640.123
20250927  jid87021  R062    49317   14       5333116  62640.139
20250927  jid87022  R062    49692   9        5333116  62645.107
20250927  jid87023  R062    52007   9        5333116  62675.123
20250927  jid87024  R062    53926   8        5333116  62700.104
20250927  jid87025  R062    54306   7        5333116  62705.088
20250927  jid87026  R062    54697   18       5333116  62710.107
20250927  jid87027  R062    54307   16       5333116  62705.091
20250927  jid87028  R062    55467   17       5333116  62720.107
20250927  jid87128  R062    31972   15       5352605  62415.075
20250927  jid87129  R062    32357   14       5352605  62420.075
20250927  jid87130  R062    34288   16       5352605  62445.094
20250927  jid87131  R062    33897   5        5352605  62440.075
20250927  jid87132  R062    35823   9        5352605  62465.078
20250927  jid87133  R062    36603   1        5352605  62475.110
20250927  jid87134  R062    36988   2        5352605  62480.110
20250927  jid87135  R062    37373   12       5352605  62485.110
20250927  jid87136  R062    37763   2        5352605  62490.126
20250927  jid87137  R062    37768   7        5352605  62490.142
20250927  jid87138  R062    38153   8        5352605  62495.142
20250927  jid87139  R062    38538   6        5352605  62500.142
20250927  jid87140  R062    40847   13       5352605  62530.139
20250927  jid87141  R062    40462   10       5352605  62525.139
20250927  jid87142  R062    43916   10       5352605  62570.104
20250927  jid87143  R062    43531   11       5352605  62565.104
20250927  jid87144  R062    45061   17       5352605  62585.072
20250927  jid87145  R062    46987   10       5352605  62610.075
20250927  jid87146  R062    47372   1        5352605  62615.075
20250927  jid87147  R062    47757   5        5352605  62620.075
20250927  jid87148  R062    49683   8        5352605  62645.078
20250927  jid87149  R062    52008   2        5352605  62675.126
20250927  jid87150  R062    52393   12       5352605  62680.126
20250927  jid87151  R062    53937   1        5352605  62700.139
20250927  jid87152  R062    54322   10       5352605  62705.139
20250927  jid87153  R062    55097   18       5352605  62715.155
20250927  jid87154  R062    55856   6        5352605  62725.120
20250927  jid87563  R062    30822   8        5356473  62400.091
20250927  jid87564  R062    31207   8        5356473  62405.091
20250927  jid87565  R062    31972   10       5356473  62415.075
20250927  jid87566  R062    33132   9        5356473  62430.091
20250927  jid87567  R062    33518   17       5356473  62435.094
20250927  jid87568  R062    33903   13       5356473  62440.094
20250927  jid87569  R062    34678   13       5356473  62450.110
20250927  jid87570  R062    35828   9        5356473  62465.094
20250927  jid87571  R062    36603   6        5356473  62475.110
20250927  jid87572  R062    36218   5        5356473  62470.110
20250927  jid87573  R062    36993   5        5356473  62480.126
20250927  jid87574  R062    37378   6        5356473  62485.126
20250927  jid87575  R062    37768   9        5356473  62490.142
20250927  jid87576  R062    38922   1        5356473  62505.139
20250927  jid87577  R062    39302   16       5356473  62510.123
20250927  jid87578  R062    39687   16       5356473  62515.123
20250927  jid87579  R062    39692   11       5356473  62515.139
20250927  jid87580  R062    40072   16       5356473  62520.123
20250927  jid87581  R062    44682   8        5356473  62580.091
20250927  jid87582  R062    44291   18       5356473  62575.072
20250927  jid87583  R062    45067   8        5356473  62585.091
20250927  jid87584  R062    45447   11       5356473  62590.075
20250927  jid87585  R062    46992   9        5356473  62610.091
20250927  jid87586  R062    47372   7        5356473  62615.075
20250927  jid87587  R062    49303   4        5356473  62640.094
20250927  jid87588  R062    49688   8        5356473  62645.094
20250927  jid87589  R062    49693   1        5356473  62645.110
20250927  jid87590  R062    50853   4        5356473  62660.126
20250927  jid87591  R062    51238   5        5356473  62665.126
20250927  jid87592  R062    51628   8        5356473  62670.142
20250927  jid87593  R062    52782   1        5356473  62685.139
20250927  jid87594  R062    53162   16       5356473  62690.123
20250927  jid87595  R062    53172   9        5356473  62690.155
20250927  jid87596  R062    53547   16       5356473  62695.123
20250927  jid87597  R062    53552   11       5356473  62695.139
20250927  jid87598  R062    53932   16       5356473  62700.123
20250927  jid87599  R062    55081   7        5356473  62715.104
20250927  jid87600  R062    55086   5        5356473  62715.120
20250927  jid87601  R062    55856   12       5356473  62725.120
20250927  jid87602  R062    55851   5        5356473  62725.104
20250927  jid87838  R062    33892   4        5356479  62440.059
20250927  jid87839  R062    34277   9        5356479  62445.059
20250927  jid87840  R062    34673   16       5356479  62450.094
20250927  jid87841  R062    35048   7        5356479  62455.062
20250927  jid87842  R062    35448   16       5356479  62460.110
20250927  jid87843  R062    37763   10       5356479  62490.126
20250927  jid87844  R062    38153   4        5356479  62495.142
20250927  jid87845  R062    39697   8        5356479  62515.155
20250927  jid87846  R062    41237   16       5356479  62535.155
20250927  jid87847  R062    41616   6        5356479  62540.136
20250927  jid87848  R062    43911   3        5356479  62570.088
20250927  jid87849  R062    45066   1        5356479  62585.088
20250927  jid87850  R062    45446   13       5356479  62590.072
20250927  jid87851  R062    45836   7        5356479  62595.088
20250927  jid87852  R062    46597   17       5356479  62605.059
20250927  jid87853  R062    46602   12       5356479  62605.075
20250927  jid87854  R062    48137   8        5356479  62625.059
20250927  jid87855  R062    49683   5        5356479  62645.078
20250927  jid87856  R062    49688   10       5356479  62645.094
20250927  jid87857  R062    49693   16       5356479  62645.110
20250927  jid87858  R062    50073   11       5356479  62650.094
20250927  jid87859  R062    51623   10       5356479  62670.126
20250927  jid87860  R062    50458   12       5356479  62655.094
20250927  jid87861  R062    52393   14       5356479  62680.126
20250927  jid87862  R062    52783   2        5356479  62685.142
20250927  jid87863  R062    53553   18       5356479  62695.142
20250927  jid87864  R062    54327   2        5356479  62705.155
20250927  jid87865  R062    54712   11       5356479  62710.155
20250927  jid87866  R062    55856   9        5356479  62725.120
20250927  jid87868  R062    55861   3        5356479  62725.136
20250927  jid88098  R062    31968   17       5364186  62415.062
20250927  jid88099  R062    33523   6        5364186  62435.110
20250927  jid88100  R062    32358   10       5364186  62420.078
20250927  jid88101  R062    34293   5        5364186  62445.110
20250927  jid88102  R062    35068   2        5364186  62455.126
20250927  jid88103  R062    35073   14       5364186  62455.142
20250927  jid88104  R062    35453   5        5364186  62460.126
20250927  jid88105  R062    35458   10       5364186  62460.142
20250927  jid88106  R062    35463   16       5364186  62460.158
20250927  jid88107  R062    36223   9        5364186  62470.126
20250927  jid88108  R062    35843   1        5364186  62465.142
20250927  jid88109  R062    36228   4        5364186  62470.142
20250927  jid88110  R062    36613   8        5364186  62475.142
20250927  jid88111  R062    37002   13       5364186  62480.155
20250927  jid88112  R062    36617   17       5364186  62475.155
20250927  jid88113  R062    38926   7        5364186  62505.152
20250927  jid88114  R062    37382   15       5364186  62485.139
20250927  jid88115  R062    39306   1        5364186  62510.136
20250927  jid88116  R062    39311   9        5364186  62510.152
20250927  jid88117  R062    39691   2        5364186  62515.136
20250927  jid88118  R062    40071   10       5364186  62520.120
20250927  jid88119  R062    41226   18       5364186  62535.120
20250927  jid88120  R062    40841   14       5364186  62530.120
20250927  jid88121  R062    42746   6        5364186  62555.056
20250927  jid88122  R062    41606   13       5364186  62540.104
20250927  jid88123  R062    43136   14       5364186  62560.072
20250927  jid88124  R062    43521   17       5364186  62565.072
20250927  jid88125  R062    43141   16       5364186  62560.088
20250927  jid88126  R062    43902   5        5364186  62570.059
20250927  jid88127  R062    44287   2        5364186  62575.059
20250927  jid88128  R062    45448   6        5364186  62590.078
20250927  jid88129  R062    45828   18       5364186  62595.062
20250927  jid88130  R062    47383   6        5364186  62615.110
20250927  jid88131  R062    48148   7        5364186  62625.094
20250927  jid88132  R062    48153   5        5364186  62625.110
20250927  jid88133  R062    48923   8        5364186  62635.110
20250927  jid88134  R062    48928   2        5364186  62635.126
20250927  jid88135  R062    49698   5        5364186  62645.126
20250927  jid88136  R062    48933   15       5364186  62635.142
20250927  jid88137  R062    50083   9        5364186  62650.126
20250927  jid88138  R062    51242   15       5364186  62665.139
20250927  jid88139  R062    51632   1        5364186  62670.155
20250927  jid88140  R062    51627   15       5364186  62670.139
20250927  jid88141  R062    52402   6        5364186  62680.155
20250927  jid88142  R062    53171   8        5364186  62690.152
20250927  jid88143  R062    54701   14       5364186  62710.120
20250927  jid88144  R062    55466   13       5364186  62720.104
20250927  jid90821  R062    14      5        5261331  62000.064
20250927  jid90831  R062    14      8        5261333  62000.064
20250927  jid90840  R062    18      8        5297552  62000.078
20250927  jid90844  R062    23      4        5297554  62000.094
20250927  jid90849  R062    28      4        5297558  62000.110
20250927  jid90852  R062    27      6        5321341  62000.107
20250927  jid90857  R062    32      5        5325281  62000.123
20250927  jid90860  R062    32      9        5325283  62000.123
20250927  jid90865  R062    17      4        5333116  62000.075
20250927  jid90868  R062    31      3        5352605  62000.120
20250927  jid90883  R062    21      9        5356473  62000.088
20250927  jid90891  R062    36      11       5356479  62000.136
20250927  jid90898  R062    16      4        5364186  62000.072
20250927  jid90931  R062    19      11       5261331  62000.080
20250927  jid90932  R062    24      17       5261331  62000.096
20250927  jid90933  R062    409     14       5261331  62005.096
20250927  jid90934  R062    404     3        5261331  62005.080
20250927  jid90935  R062    794     12       5261331  62010.096
20250927  jid90936  R062    1184    15       5261331  62015.112
